,Bacteria,Chemicals,Bacteria_counts,Correlation,Importance_random_forest,CV_random_forest,R_squared_random_forest,Importance_xgboost,CV_xgboost,R_squared_xgboost,Importance_decition_tree,CV_decition_tree,R_squared_decition_tree
10,{Unknown Genus} Frankiaceae,Sb,26,0.24724260807547077,0.40876927139542285,-0.23834040631448805,0.22952692939186925,1.60721371285509,-42.293462891218056,-0.6231013923279538,1.0507451424259573,-18.595096017647737,-0.41822297679683085
11,{Unknown Genus} Frankiaceae,Ba,26,0.03515991956268871,0.2775604956060481,-0.23834040631448805,0.22952692939186925,1.6231013207814777,-42.293462891218056,-0.6231013923279538,1.0507451424259573,-18.595096017647737,-0.41822297679683085
12,{Unknown Genus} Frankiaceae,Naftalen,26,-0.024957064692527946,0.2731242623745156,-0.23834040631448805,0.22952692939186925,1.6236851625517668,-42.293462891218056,-0.6231013923279538,1.0507451424259573,-18.595096017647737,-0.41822297679683085
13,{Unknown Genus} Frankiaceae,Acenaften,26,-0.25759022992275427,0.32895420179189483,-0.23834040631448805,0.22952692939186925,1.6254905306387988,-42.293462891218056,-0.6231013923279538,1.4124379047978368,-18.595096017647737,-0.41822297679683085
14,{Unknown Genus} Microbacteriaceae,Ga,5956,0.3335426747178262,0.2114553863200015,-0.10687889559059771,0.5951123774731839,1.788128782312194,-37.61793865853413,0.7043847867299857,1.669641965170848,-19.266225233488093,0.5798261493300266
15,{Unknown Species} Clavibacter,Ga,4,0.5442491223593613,0.2563388073802739,-0.036452694243675365,0.6555989122476809,1.8670045781392437,-0.30632668152623854,0.9019572072473453,1.422222222222222,0.32666666666666677,0.6444444444444444
16,{Unknown Species} Nocardioides,"['Fe', 'Al', 'Cr', 'Mn']",2,-0.10260984665054693,0.30933198901457004,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
17,{Unknown Species} Nocardioides,"['Se', 'Mo']",2,-0.04554602660539135,0.30296304910859795,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
18,{Unknown Species} Nocardioides,"['Fluoren', 'Fluoranten']",2,-0.09456321808743041,0.30465955853465576,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
19,{Unknown Species} Nocardioides,pH,2,0.0890816106534826,0.30465955853465576,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
20,{Unknown Species} Nocardioides,B,2,-0.23371698253833773,0.3039860101475591,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
21,{Unknown Species} Nocardioides,Ni,2,0.05488855680178283,0.30465955853465576,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
22,{Unknown Species} Nocardioides,Ga,2,-0.0772951003052212,0.3210969737932321,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
23,{Unknown Species} Nocardioides,Rb,2,-0.059169746767727696,0.30465955853465576,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
24,{Unknown Species} Nocardioides,Sb,2,0.21136405042739204,0.46349730931434163,-0.21730628073608527,0.14900872744924842,1.6883810370387706,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
25,{Unknown Species} Nocardioides,Ba,2,0.1353430123257444,0.3143206762556445,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
26,{Unknown Species} Nocardioides,Naftalen,2,0.02712564932494126,0.30465955853465576,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
27,{Unknown Species} Nocardioides,Acenaften,2,-0.06479255350075455,0.30387637555276314,-0.21730628073608527,0.14900872744924842,1.1157889091349047,-0.039999999999999994,-0.11579030511519384,1.032258064516129,0.16,-0.5483870967741935
28,{Unknown Species} Pseudonocardia,Sb,25,0.33385148411779686,0.42099405313152516,-0.1858247610913426,0.29392271908015977,2.6416561287063187,-0.5155807010521061,0.8589073418978289,0.998402726014269,-0.6788112190577589,0.44798211053135983
29,{Unknown Genus} Rarobacteraceae,Ga,86,-0.013443225540491738,0.17074254266922406,-0.2525877368226854,0.26991967216267865,1.7243473910411087,-99.30980467546465,-0.7222203760906829,1.0716002288765973,-204.90975107326722,-0.5195117299256151
30,{Unknown Genus} Rarobacteraceae,Sb,86,0.15750715893993414,0.29882513962484614,-0.2525877368226854,0.26991967216267865,1.7797789976611549,-99.30980467546465,-0.7222203760906829,0.9976730879267595,-204.90975107326722,-0.5195117299256151
31,{Unknown Genus} Rarobacteraceae,Naftalen,86,-0.029482872686822918,0.15155129018613378,-0.2525877368226854,0.26991967216267865,1.7231322206883473,-99.30980467546465,-0.7222203760906829,0.9976730879267595,-204.90975107326722,-0.5195117299256151
32,aerofaciens,HCHO,1191,0.007157967330578675,0.21267796944636208,-0.12179334856553803,0.2305031336497877,2.0047224637920658,-1403.1467576502262,-1.7595262483538443,1.1278086495988597,-35261.010396269834,-0.08604801865639589
33,{Unknown Class} AD3,Ba,10,0.36466346213071427,0.19088985868232966,-0.0781090551203727,0.5645896779094358,1.3289935319897621,-0.1722936974654658,0.8072813965084901,0.9648241206030148,-0.1492307692307692,0.812395309882747
34,{Unknown Order} OPB50,Sb,2,-0.17223397112086328,0.33038767122619683,-0.12635250343928495,0.5765100196848153,2.0630686876228865,-0.033333333333333305,0.9999995084525745,1.032258064516129,0.3666666666666667,-0.5483870967741935
35,{Unknown Family} Cytophagales,Rb,65,-0.22949096427802765,0.2885230320269432,-0.0982482324538898,0.5029394978983099,2.1188285269019125,-0.24364869662275584,0.7728453321995001,1.4968195049825188,0.25642860076389173,0.6931938946817195
36,{Unknown Species} Cytophaga,Rb,31,-0.26263871185653415,0.4407130564467814,-0.07087464238918706,0.44697027408570544,1.8873636024570697,-0.06526315789473687,0.9943640857422885,1.4509586835086306,0.3347368421052631,0.6771174072769363
37,{Unknown Species} Emticicia,Rb,29,-0.15693257153399126,0.3728386307242717,-0.08356771592617074,0.532704155596542,1.0741518227138949,-0.33415932674102367,0.42360470791835136,1.3924324324324324,-0.7533746031746034,0.8904504504504505
38,{Unknown Species} Sporocytophaga,Rb,52,-0.22453636683000464,0.21012069501714803,-0.12079375162936734,0.5370320168464504,2.613908722751362,-0.05779645811612462,0.47595827407644986,1.5344591510725696,-0.2207143831605324,0.7094933820173437
39,{Unknown Species} Sphingobacterium,B,4,-0.3804900327639941,0.22675885714285715,-0.033900950192506496,0.5989072811791383,2.1323946126503874,-0.07999999999999993,0.9999998063777177,2.1333333333333333,0.7200000000000001,1.0
40,{Unknown Species} Candidatus Rhabdochlamydia,Rb,406,-0.267137067255093,0.3214055620436118,-0.08762923655945376,0.49449403504200107,1.2324640679117076,-3.7948659981567374,0.24411996934663527,1.6624441772586738,-3.087087825003092,-0.824313866941486
41,{Unknown Species} Candidatus Rhabdochlamydia,Sb,406,-0.291877858777041,0.2971072415960849,-0.08762923655945376,0.49449403504200107,0.954555766761939,-3.7948659981567374,0.24411996934663527,1.6624441772586738,-3.087087825003092,-0.824313866941486
42,{Unknown Genus} Waddliaceae,B,6,0.04038847966363484,0.24159532738684908,0.06960664650786053,0.40736952604345833,2.8079458844304175,-0.21821858236584216,-1.7851016153733208,1.0057471264367817,-0.21006666666666654,0.6781609195402298
43,{Unknown Genus} Waddliaceae,Ni,6,0.13488288732936501,0.2601189886226405,0.06960664650786053,0.40736952604345833,2.8104319148901564,-0.21821858236584216,-1.7851016153733208,1.1091954022988506,-0.21006666666666654,0.6781609195402298
44,{Unknown Class} Chlorobi,"['Fe', 'Al', 'Cr', 'Mn']",6,-0.11474009805819488,0.21617471650569686,-0.22880606053552732,0.380607565666088,1.8956039354504837,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
45,{Unknown Class} Chlorobi,"['Se', 'Mo']",6,0.18926417499768244,0.21621400202401964,-0.22880606053552732,0.380607565666088,1.8955472545549577,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
46,{Unknown Class} Chlorobi,"['Fluoren', 'Fluoranten']",6,-0.013819213007201148,0.20806486916099776,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
47,{Unknown Class} Chlorobi,pH,6,0.02507583879054969,0.20290660245513836,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
48,{Unknown Class} Chlorobi,B,6,0.4843046011332152,0.32183942060132686,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
49,{Unknown Class} Chlorobi,Ni,6,0.12494450437055309,0.2088385128999748,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
50,{Unknown Class} Chlorobi,Ga,6,-0.28858761292364726,0.2651018520114219,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
51,{Unknown Class} Chlorobi,Rb,6,-0.04736205311288997,0.34360085041572186,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
52,{Unknown Class} Chlorobi,Sb,6,-0.06856803454513463,0.20806486916099776,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
53,{Unknown Class} Chlorobi,Ba,6,-0.06519988763410291,0.22530636945494242,-0.22880606053552732,0.380607565666088,2.014006744329261,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
54,{Unknown Class} Chlorobi,Naftalen,6,0.2522293488643015,0.20821894323507173,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
55,{Unknown Class} Chlorobi,Acenaften,6,0.1455195462136387,0.20806486916099776,-0.22880606053552732,0.380607565666088,1.8956039233098703,-0.1199614617804905,-0.8956041103049288,0.9481481481481482,0.08000000000000007,-0.4222222222222223
56,{Unknown Order} Anaerolineae,B,8,-0.35108080659707597,0.17166716805919968,-0.24770024565052773,0.4339845545453527,1.6774348662110254,0.02840762057546662,0.5465619571180003,0.9600000000000001,0.3700000000000001,0.5399999999999999
57,{Unknown Order} C0119,Ba,6,-0.32423991992421036,0.2551150877327458,-0.029122713230796293,0.48496348925297816,1.608607284449708,-0.5928078292857022,0.17124376600808344,1.2018779342723005,0.2907692307692308,-0.5023474178403757
58,{Unknown Species} Chloronema,"['Fe', 'Al', 'Cr', 'Mn']",12,-0.14984356733420576,0.44144618604494,-0.19121124959706015,0.15766590264692415,0.9536829461448337,-4.20687290563975,0.13885882940464722,0.9481481481481482,-0.11333333333333324,-0.46172839506172836
59,{Unknown Family} MLE1-12,Sb,250,-0.27336516404103817,0.37242661883032246,0.05539528247883163,0.6093232512436275,1.3183548826961462,-0.6691219967792894,0.9962783851566334,1.5063504357202677,-1.4094543680729772,0.8161160150132295
60,{Unknown Family} YS2,Naftalen,2,-0.2314135283494573,0.21658850654448847,-0.13865149816831734,0.33308297759650096,0.9317859953483691,-0.039999999999999945,0.0682120827206869,1.032258064516129,0.36000000000000004,0.4838709677419355
61,{Unknown Order} Chloroplast,Ga,162,0.2893516417801934,0.26787502118964157,-0.10361116151119254,0.3776935999122878,1.447729736949182,-1.5905922715989942,0.954368953056732,1.0777620922802587,-3.9240907664526476,0.45324912697823017
62,obliquus,Sb,4,-0.21961726181715724,0.32676062914862913,-0.16062374266380308,0.570813123047419,1.6768414905178795,-0.07330730751479786,0.8504822288513308,1.422222222222222,0.12666666666666676,0.6444444444444444
63,tertiolecta,Sb,24,0.5126937502565566,0.38538537504488424,-0.18559729746356446,0.47829016991236906,1.3098079663999687,-0.07893522383693115,-0.18134675937843459,1.402777777777778,-2.0611503802910045,0.5171682098765433
64,{Unknown Family} Haptophyceae,Ga,548,0.3315649963826805,0.18960780482582795,-0.11263405504805579,0.5104650445630838,1.020286856874121,-3.9354398787969713,0.5230998256629529,1.0346040758389943,-0.9952867742254977,0.5341295751799655
65,{Unknown Species} Nostoc,Sb,12,0.1104738018176665,0.2007574517953532,-0.35328188091710944,0.3585201058637638,4.264904470841989,-0.12751327304890364,-3.2649045534819363,2.1333333333333333,0.0683333333333334,-1.1333333333333333
66,{Unknown Species} Nostoc,Acenaften,12,-0.2613380411295049,0.1810650865190071,-0.35328188091710944,0.3585201058637638,4.264904470841989,-0.12751327304890364,-3.2649045534819363,2.1333333333333333,0.0683333333333334,-1.1333333333333333
67,{Unknown Genus} Gomphosphaeriaceae,Ga,52,0.3416000810972142,0.18844779934993006,-0.10577345099254343,0.6149614331316728,1.014503049355227,-6.454384566572989,0.3505180577944579,1.278453518679409,-0.2629054377737822,0.5546897625253402
68,{Unknown Species} Lactococcus,"['Fe', 'Al', 'Cr', 'Mn']",2,-0.10260984665054693,0.24302030495873816,-0.23111287287467497,0.18244489771495553,0.9228237822371921,-0.039999999999999994,0.21475381389099069,1.032258064516129,-0.039999999999999994,-0.5483870967741935
69,{Unknown Species} Lactococcus,"['Se', 'Mo']",2,-0.04554602660539135,0.24302030495873828,-0.23111287287467497,0.18244489771495553,1.2730090424915768,-0.039999999999999994,0.21475381389099069,1.032258064516129,-0.039999999999999994,-0.5483870967741935
70,{Unknown Species} Lactococcus,pH,2,0.0890816106534826,0.24302030495873816,-0.23111287287467497,0.18244489771495553,1.4639781814326842,-0.039999999999999994,0.21475381389099069,1.032258064516129,-0.039999999999999994,-0.5483870967741935
71,{Unknown Species} Lactococcus,Sb,2,0.21136405042739204,0.36566644935197945,-0.23111287287467497,0.18244489771495553,0.9730757040905889,-0.039999999999999994,0.21475381389099069,1.032258064516129,-0.039999999999999994,-0.5483870967741935
72,{Unknown Species} Streptococcus,Ga,41,0.5409986567724123,0.24452511924637366,-0.08150018017301686,0.6052035343598541,1.5400049246880594,-0.6141575312239015,0.9987932794342028,1.6285585355037964,-1.297887741046832,0.84006344952071
73,{Unknown Genus} Gracilibacteraceae,"['Fe', 'Al', 'Cr', 'Mn']",24,-0.12622580562869837,0.2794402853594776,-0.2400176416246882,0.1880413735433949,2.1029165203195777,-0.17343633597950733,-1.2284858855981584,1.025943396226415,-7.73583333333333,-0.44339622641509435
74,{Unknown Genus} Gracilibacteraceae,"['Se', 'Mo']",24,-0.08188301427891159,0.26300487241872794,-0.2400176416246882,0.1880413735433949,1.1288388147931783,-0.17343633597950733,-1.2284858855981584,1.025943396226415,-7.73583333333333,-0.44339622641509435
75,{Unknown Genus} Gracilibacteraceae,"['Fluoren', 'Fluoranten']",24,-0.10349730197461475,0.2754126757588937,-0.2400176416246882,0.1880413735433949,2.2284858399324246,-0.17343633597950733,-1.2284858855981584,1.025943396226415,-7.73583333333333,-0.44339622641509435
76,{Unknown Genus} Gracilibacteraceae,pH,24,0.054765008590931426,0.2754126757588937,-0.2400176416246882,0.1880413735433949,2.2285027452113275,-0.17343633597950733,-1.2284858855981584,1.0188679245283019,-7.73583333333333,-0.44339622641509435
77,{Unknown Genus} Gracilibacteraceae,B,24,-0.15750455568535487,0.27130747996302773,-0.2400176416246882,0.1880413735433949,2.23718514828196,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
78,{Unknown Genus} Gracilibacteraceae,Ni,24,0.006211879554886063,0.26802956294353697,-0.2400176416246882,0.1880413735433949,2.229597063426209,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
79,{Unknown Genus} Gracilibacteraceae,Rb,24,-0.11547231145911777,0.2789344191587504,-0.2400176416246882,0.1880413735433949,2.237474842049342,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
80,{Unknown Genus} Gracilibacteraceae,Sb,24,0.18371101896069575,0.4007516704804932,-0.2400176416246882,0.1880413735433949,2.2894700053354056,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
81,{Unknown Genus} Gracilibacteraceae,Ba,24,0.15360718559726935,0.27903993883622946,-0.2400176416246882,0.1880413735433949,2.226690194632487,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
82,{Unknown Genus} Gracilibacteraceae,Naftalen,24,0.00033602640889031073,0.2754126757588937,-0.2400176416246882,0.1880413735433949,2.228509877257979,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
83,{Unknown Genus} Gracilibacteraceae,Acenaften,24,-0.03685040875091624,0.2754065885876045,-0.2400176416246882,0.1880413735433949,2.2297263920805483,-0.17343633597950733,-1.2284858855981584,0.9245283018867925,-7.73583333333333,-0.44339622641509435
84,meridiei,"['Fe', 'Al', 'Cr', 'Mn']",174,-0.12982776112504393,0.2700605811986482,-0.3054931758390489,0.17854532482037133,0.912028438507709,-73.01663666797191,0.998972858163386,1.0272023873251526,-217.20804433496914,-0.5021963679971306
85,meridiei,"['Se', 'Mo']",174,-0.08223259972313031,0.2669435578169487,-0.3054931758390489,0.17854532482037133,0.918604616674942,-73.01663666797191,0.998972858163386,1.046708651698787,-217.20804433496914,-0.5021963679971306
86,meridiei,pH,174,0.12474197507058492,0.25658518635936145,-0.3054931758390489,0.17854532482037133,1.8169143888924464,-73.01663666797191,0.998972858163386,1.0194533610044538,-217.20804433496914,-0.5021963679971306
87,{Unknown Genus} Ruminococcaceae,HCHO,1237,-0.01766469599284153,0.2185268605684213,-0.23224252060579076,0.2008656426216645,2.092543583823714,-8550.57161698976,-0.3676649603623827,1.0262142705704091,-5515.940552654298,-0.1634942680404805
88,{Unknown Order} BB34,Rb,34,-0.35936635158022634,0.1834591854737282,-0.05766555204672352,0.5538005378836076,1.420116517871052,-4.605914185585643,0.9610064189918774,1.4409005628517821,-0.6257773715144885,0.6054677030286786
89,{Unknown Order} IIB17,Rb,8,-0.3013815673674783,0.19951179976084954,-0.1385429175052597,0.5070225394206314,1.8887436210363853,-0.1103448275862069,0.9699789791070466,1.130952380952381,0.4896551724137931,0.5029761904761905
90,{Unknown Class} Kazan-3B-28,Rb,155,-0.26888617144236415,0.4133763644472732,-0.0833055925470485,0.4462823414847975,1.3157380037312099,-18.743124420455405,0.03686191090892543,1.279940971903939,-5.883199146851008,0.5677826603207441
91,{Unknown Genus} [Thermodesulfovibrionaceae],B,2,-0.266070460303748,0.16897081413210435,-0.2855360743382942,0.5454258632141028,2.0630686876228865,-0.03333333333333326,0.9999995084525745,1.032258064516129,0.7666666666666668,0.4838709677419355
92,{Unknown Order} WCHB1-64,Rb,405,-0.34996318103135854,0.3601429134559304,0.01823125397117198,0.510733371507822,1.1851432290995154,-3.3273935019321557,0.6755090114391149,1.6785101334613912,-3.1246181069885486,0.7275021461067395
93,{Unknown Order} Alphaproteobacteria,Rb,2243,-0.32313428971999236,0.534562387915304,0.23823234041116148,0.6733739852399592,1.982829946626038,-1.759009111477433,0.9844946059281986,2.0283988274772127,-2.387907548523033,0.9492961292250571
94,{Unknown Family} BD7-3,Rb,174,-0.13477549978317646,0.24870906506158852,-0.018429278855587983,0.5518695515189076,1.3901394444300401,-1.9939002337608707,0.8933693511322365,1.9445422095751583,-2.311728541812583,0.8693088213269432
95,{Unknown Genus} Bradyrhizobiaceae,Ga,460,0.5382151594764499,0.24263084330316154,-0.06858816650246746,0.5839923312685259,1.0266372321360966,-4.93936062017014,0.7814443758479657,1.192211566366788,-8.033893961723805,0.7807546570107319
96,hongkongensis,Rb,14,-0.2446702409826826,0.42549709615966114,0.00037194587824129766,0.48819517103595966,1.379546591544103,-4.668527526886153,0.9994895093297305,1.4515648286140088,-0.06580645161290319,0.6661698956780924
97,{Unknown Species} Aquabacterium,Rb,23,-0.362734155439814,0.2860277781589964,-0.0144326475795451,0.5330741495552695,1.5332862188333434,-0.21020864235437298,0.5708344703919461,1.6364907200171868,-0.22004787552363853,0.7343304183018653
98,{Unknown Genus} Procabacteriaceae,Rb,147,-0.3393335788472634,0.3500882461613821,0.001481863244813475,0.5157363912688957,1.5596836440114248,-0.9810697161609021,0.8958380764406815,2.190429597793308,-6.1252321876438645,0.9085220125284792
99,{Unknown Species} KD1-23,Sb,6,0.5562645069670097,0.48497030582879463,-0.11139227531341644,0.5478047015185674,1.4193362279103332,-0.03952644481479302,0.4896744350529235,1.323943661971831,0.07972777777777788,0.6338028169014085
100,{Unknown Family} [Entotheonellales],Sb,25,-0.17820458530991046,0.24410752072308883,-0.11804356804716565,0.6093206803635829,1.2763866677012867,-30.027946833095285,0.5520872392022068,1.0338367424966546,-17.745770491803277,-0.43452494742879
101,{Unknown Family} AF420338,Rb,27,-0.17333085805700493,0.40408611781255277,-0.11683041611054468,0.48910966614254614,1.6645421713653281,-0.1817768096628293,0.9932258769816786,1.421747831887925,0.06700564971751417,0.6904603068712475
102,{Unknown Genus} Bdellovibrionaceae,Rb,18,-0.16290169196331256,0.38758465921737173,-0.11084955962577903,0.48720699328365435,1.1338842051266842,-0.3986851058018854,0.9098158006285284,1.7662586993040557,-0.36442264150943404,0.78113750899928
103,{Unknown Species} Desulfococcus,Rb,4,0.5678451819805665,0.23783767531674693,-0.0959750090105338,0.5328398687341354,1.2738089496696405,-0.12307692307692308,0.8197387522999025,1.6363636363636362,0.4769230769230769,0.8181818181818181
104,{Unknown Species} Desulfovibrio,Ni,2,0.14448151068086545,0.21591925479538365,-0.20805594571083552,0.41001587320371935,1.004082942710631,-0.039999999999999994,0.06444584743211423,1.032258064516129,0.5599999999999999,0.4838709677419355
105,kujiense,Rb,551,0.35114202015661883,0.20176237071655767,-0.09422698328063994,0.6112224533019425,1.9825566297903772,-0.46315859604874954,-0.9778278869615578,1.049156450475127,-26.347694860079464,0.48495950682287214
106,{Unknown Family} 34P16,Rb,2,-0.15667359627217356,0.1613854091141833,-0.227252859164212,0.3493608311023334,2.063068687622886,-0.039999999999999945,-1.0630691791703115,1.032258064516129,0.56,-0.5483870967741935
107,{Unknown Species} Cellvibrio,Rb,174,-0.23092098110337547,0.17460779993045594,-0.18405139799543258,0.5210464225349577,2.037890661638243,0.06695009422698531,0.9999700917750777,1.0859538542273381,-3.3755813092417064,0.5011504725876118
108,polyspora,B,11,-0.24407535209521022,0.15552173149041015,-0.2991411777646005,0.5434228782456516,2.077204054693602,-0.041296928327644936,0.9794685820936067,0.928318868531019,0.558703071672355,0.48055287688846027
109,{Unknown Genus} Moraxellaceae,"['Fe', 'Al', 'Cr', 'Mn']",14122,0.18012076502500732,0.15153628050685586,-0.21213520414667997,0.30733462904747255,1.0294568309636605,-8923140.647937844,-1.0377908748386453,1.025196953640425,-1778512.2907890915,-0.5459018717160307
110,{Unknown Genus} Moraxellaceae,"['Fluoren', 'Fluoranten']",14122,-0.04006525792079102,0.15633004785576599,-0.21213520414667997,0.30733462904747255,2.037790874836993,-8923140.647937844,-1.0377908748386453,1.025196953640425,-1778512.2907890915,-0.5459018717160307
111,{Unknown Genus} Moraxellaceae,pH,14122,0.17084538024234527,0.15632832722005874,-0.21213520414667997,0.30733462904747255,2.0381333319448336,-8923140.647937844,-1.0377908748386453,1.0294110726580903,-1778512.2907890915,-0.5459018717160307
112,{Unknown Genus} Moraxellaceae,HCHO,14122,0.12574954743879474,0.15614239966933185,-0.21213520414667997,0.30733462904747255,2.0377873949812235,-8923140.647937844,-1.0377908748386453,1.0294110726580903,-1778512.2907890915,-0.5459018717160307
113,{Unknown Genus} Moraxellaceae,B,14122,-0.04316790420499576,0.15633133524604492,-0.21213520414667997,0.30733462904747255,2.0378253397897432,-8923140.647937844,-1.0377908748386453,1.0294110726580903,-1778512.2907890915,-0.5459018717160307
114,{Unknown Genus} Moraxellaceae,Ni,14122,-0.12123919558108948,0.18152836707220543,-0.21213520414667997,0.30733462904747255,2.037798513464176,-8923140.647937844,-1.0377908748386453,1.0294110726580903,-1778512.2907890915,-0.5459018717160307
115,{Unknown Genus} Moraxellaceae,Ga,14122,-0.10340572695496618,0.15632674805172786,-0.21213520414667997,0.30733462904747255,2.037811297355647,-8923140.647937844,-1.0377908748386453,1.0294110726580903,-1778512.2907890915,-0.5459018717160307
