,Bacteria,Chemicals,Importance_xgboost,CV_xgboost,R_squared_xgboost
1110,{Unknown Family} YJF2-48,Acenaften,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1111,{Unknown Family} YJF2-48,Fenantren,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1105,{Unknown Family} YJF2-48,Sr,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1104,{Unknown Family} YJF2-48,Ga,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1103,{Unknown Family} YJF2-48,Ni,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1102,{Unknown Family} YJF2-48,B,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1107,{Unknown Family} YJF2-48,Ba,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1093,{Unknown Family} YJF2-48,"['Rb', 'Piren']",2.0630686876228865,-0.033333333333333305,-1.063069179170312
1100,{Unknown Family} YJF2-48,ΣPh,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1099,{Unknown Family} YJF2-48,TOC,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1098,{Unknown Family} YJF2-48,pH,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1097,{Unknown Family} YJF2-48,"['Fluoranten', 'Fluoren']",2.0630686876228865,-0.033333333333333305,-1.063069179170312
1096,{Unknown Family} YJF2-48,"['Fluoren', 'EC', 'Fluoranten']",2.0630686876228865,-0.033333333333333305,-1.063069179170312
1095,{Unknown Family} YJF2-48,"['Cd', 'Cu', 'Pb']",2.0630686876228865,-0.033333333333333305,-1.063069179170312
1094,{Unknown Family} YJF2-48,"['Se', 'Mo']",2.0630686876228865,-0.033333333333333305,-1.063069179170312
1162,Ellin517,Sb,2.063068687622886,-0.033333333333333305,0.9999995084525745
1044,Sinobacteraceae,Ni,2.0630686876228865,-0.033333333333333305,0.9999995084525745
1106,{Unknown Family} YJF2-48,Sb,2.0630686876228865,-0.033333333333333305,-1.063069179170312
1187,Opitutaceae,Sb,2.063068687622886,-0.033333333333333305,0.9999995084525745
1239,{Unknown Family} Sediment-1,HCHO,2.0630686876228865,-0.033333333333333305,0.9999995084525745
1240,{Unknown Class} ZB3,Sb,2.063068687622886,-0.033333333333333305,0.9999995084525745
1031,Moraxellaceae,Sb,2.063068687622886,-0.033333333333333305,0.9999995084525745
876,{Unknown Family} Spirobacillales,Ba,2.0638106363081947,-0.033333333333333305,0.9999998832253651
964,{Unknown Family} 34P16,Ba,2.0638106363081947,-0.033333333333333305,0.9999998832253651
676,Alcaligenaceae,Acenaften,2.063858689002109,-0.03333333333333335,-1.0638587686448786
665,Alcaligenaceae,TOC,2.063858689002109,-0.03333333333333335,-1.0638587686448786
656,Alcaligenaceae,"['V', 'As']",2.063858689002109,-0.03333333333333335,-1.0638587686448786
657,Alcaligenaceae,"['Mn', 'Fe', 'Co']",2.063858689002109,-0.03333333333333335,-1.0638587686448786
658,Alcaligenaceae,"['Co', 'Mn']",2.063858689002109,-0.03333333333333335,-1.0638587686448786
659,Alcaligenaceae,"['Cu', 'Cr', 'Cd', 'Pb']",1.0316995394699937,-0.03333333333333335,-1.0638587686448786
655,Alcaligenaceae,"['Li', 'Antracen']",1.0321591495321152,-0.03333333333333335,-1.0638587686448786
654,Alcaligenaceae,"['EC', 'Fluoren']",1.0321591495321152,-0.03333333333333335,-1.0638587686448786
660,Alcaligenaceae,"['Zn', 'U']",1.0316995394699937,-0.03333333333333335,-1.0638587686448786
675,Alcaligenaceae,Acenaftylen,2.063858689002109,-0.03333333333333335,-1.0638587686448786
662,Alcaligenaceae,"['Se', 'Mo']",2.063858689002109,-0.03333333333333335,-1.0638587686448786
664,Alcaligenaceae,"['Fluoranten', 'Fluoren']",2.063858689002109,-0.03333333333333335,-1.0638587686448786
661,Alcaligenaceae,"['Rb', 'Piren']",1.0316995394699937,-0.03333333333333335,-1.0638587686448786
666,Alcaligenaceae,ΣPh,2.063858689002109,-0.03333333333333335,-1.0638587686448786
671,Alcaligenaceae,Sr,2.063858689002109,-0.03333333333333335,-1.0638587686448786
674,Alcaligenaceae,Naftalen,2.063858689002109,-0.03333333333333335,-1.0638587686448786
677,Alcaligenaceae,Fenantren,2.063858689002109,-0.03333333333333335,-1.0638587686448786
673,Alcaligenaceae,Ba,2.063858689002109,-0.03333333333333335,-1.0638587686448786
672,Alcaligenaceae,Sb,2.063858689002109,-0.03333333333333335,-1.0638587686448786
663,Alcaligenaceae,"['Cd', 'Cu', 'Pb']",1.0316995394699937,-0.03333333333333335,-1.0638587686448786
670,Alcaligenaceae,Ga,2.063858689002109,-0.03333333333333335,-1.0638587686448786
669,Alcaligenaceae,Ni,2.063858689002109,-0.03333333333333335,-1.0638587686448786
668,Alcaligenaceae,B,2.063858689002109,-0.03333333333333335,-1.0638587686448786
667,Alcaligenaceae,HCHO,2.063858689002109,-0.03333333333333335,-1.0638587686448786
1027,Pasteurellaceae,"['Mn', 'Fe', 'Co']",1.1576117036810722,-0.039999999999999945,0.001472037994641906
1074,Mycoplasmataceae,"['Cr', 'Fe', 'Cu']",1.1432149583804931,-0.039999999999999945,0.024612655347713064
1029,Pasteurellaceae,Sb,1.1248813894277183,-0.039999999999999945,0.001472037994641906
1080,{Unknown Family} RF39,B,2.063068687622886,-0.039999999999999945,0.9999995084525745
1079,Mycoplasmataceae,pH,1.1111579122091815,-0.039999999999999945,0.024612655347713064
1078,Mycoplasmataceae,"['Fluoren', 'EC', 'Fluoranten']",1.2925425436431808,-0.039999999999999945,0.024612655347713064
1077,Mycoplasmataceae,"['Se', 'Mo']",1.2037328185236431,-0.039999999999999945,0.024612655347713064
1076,Mycoplasmataceae,"['Rb', 'Piren']",1.0289836123522598,-0.039999999999999945,0.024612655347713064
1030,Pasteurellaceae,Acenaftylen,1.0171587041528076,-0.039999999999999945,0.001472037994641906
1075,Mycoplasmataceae,"['Cu', 'Cr', 'Cd', 'Pb']",1.1936989080289004,-0.039999999999999945,0.024612655347713064
1028,Pasteurellaceae,"['Fe', 'Al', 'Cr', 'Mn']",1.1023568522444507,-0.039999999999999945,0.001472037994641906
1036,Thiotrichaceae,"['Mn', 'Fe', 'Co']",1.0670755501583917,-0.039999999999999945,0.31044586921674167
1072,Xanthomonadaceae,Fenantren,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1037,Thiotrichaceae,"['Fe', 'Al', 'Cr', 'Mn']",1.1054836231218164,-0.039999999999999945,0.31044586921674167
1053,Xanthomonadaceae,"['Zn', 'U']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1052,Xanthomonadaceae,"['Cu', 'Cr', 'Cd', 'Pb']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1051,Xanthomonadaceae,"['Co', 'Mn']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1050,Xanthomonadaceae,"['Fe', 'Al', 'Cr', 'Mn']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1049,Xanthomonadaceae,"['Mn', 'Fe', 'Co']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1048,Xanthomonadaceae,"['Cr', 'Fe', 'Cu']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1047,Xanthomonadaceae,"['V', 'As']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1046,Xanthomonadaceae,"['Li', 'Antracen']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1045,Xanthomonadaceae,"['EC', 'Fluoren']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1043,Thiotrichaceae,pH,1.2585839393837097,-0.039999999999999945,0.31044586921674167
1042,Thiotrichaceae,"['Cd', 'Cu', 'Pb']",1.1667855625515795,-0.039999999999999945,0.31044586921674167
1041,Thiotrichaceae,"['Se', 'Mo']",1.1669902336198557,-0.039999999999999945,0.31044586921674167
1040,Thiotrichaceae,"['Rb', 'Piren']",1.5375191129750951,-0.039999999999999945,0.31044586921674167
1039,Thiotrichaceae,"['Zn', 'U']",1.2410615991180811,-0.039999999999999945,0.31044586921674167
1038,Thiotrichaceae,"['Cu', 'Cr', 'Cd', 'Pb']",1.5940315065744475,-0.039999999999999945,0.31044586921674167
1054,Xanthomonadaceae,"['Rb', 'Piren']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1055,Xanthomonadaceae,"['Se', 'Mo']",2.063068687622886,-0.039999999999999945,-1.063069179170312
1056,Xanthomonadaceae,"['Cd', 'Cu', 'Pb']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1064,Xanthomonadaceae,Ni,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1070,Xanthomonadaceae,Acenaftylen,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1069,Xanthomonadaceae,Naftalen,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1068,Xanthomonadaceae,Ba,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1067,Xanthomonadaceae,Sb,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1066,Xanthomonadaceae,Sr,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1065,Xanthomonadaceae,Ga,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1063,Xanthomonadaceae,B,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1057,Xanthomonadaceae,"['Fluoren', 'EC', 'Fluoranten']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1062,Xanthomonadaceae,HCHO,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1061,Xanthomonadaceae,ΣPh,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1060,Xanthomonadaceae,TOC,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1035,Piscirickettsiaceae,Sb,1.6360755466881427,-0.039999999999999945,0.27952304409554873
1059,Xanthomonadaceae,pH,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1058,Xanthomonadaceae,"['Fluoranten', 'Fluoren']",2.0630686876228865,-0.039999999999999945,-1.063069179170312
1071,Xanthomonadaceae,Acenaften,2.0630686876228865,-0.039999999999999945,-1.063069179170312
1247,,Sb,1.019287847003601,-0.039999999999999945,0.10703178280889525
1184,[Chthoniobacteraceae],Acenaften,1.0282297395434532,-0.039999999999999945,-0.015795755503525966
1196,{Unknown Family} LD1-PB3,"['Zn', 'U']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1194,{Unknown Family} LD1-PB3,"['Co', 'Mn']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1193,{Unknown Family} LD1-PB3,"['Fe', 'Al', 'Cr', 'Mn']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1192,{Unknown Family} LD1-PB3,"['Cr', 'Fe', 'Cu']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1191,{Unknown Family} LD1-PB3,"['V', 'As']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1190,{Unknown Family} LD1-PB3,"['Al', 'Fe']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1189,{Unknown Family} LD1-PB3,"['Li', 'Antracen']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1188,{Unknown Family} LD1-PB3,"['EC', 'Fluoren']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1186,{Unknown Order} Opitutae,B,2.063068687622886,-0.039999999999999945,0.9999995084525745
1185,[Chthoniobacteraceae],Fenantren,1.0158444680845728,-0.039999999999999945,-0.015795755503525966
1112,{Unknown Class} TM7,"['Cr', 'Fe', 'Cu']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1183,[Chthoniobacteraceae],Acenaftylen,1.0158006698858784,-0.039999999999999945,-0.015795755503525966
1182,[Chthoniobacteraceae],Naftalen,1.0157931530529547,-0.039999999999999945,-0.015795755503525966
1181,[Chthoniobacteraceae],Ba,1.0157931530529547,-0.039999999999999945,-0.015795755503525966
1180,[Chthoniobacteraceae],Sb,1.0202330522172134,-0.039999999999999945,-0.015795755503525966
1179,[Chthoniobacteraceae],Sr,1.0157931530529547,-0.039999999999999945,-0.015795755503525966
1178,[Chthoniobacteraceae],Ga,1.0376419809200699,-0.039999999999999945,-0.015795755503525966
1177,[Chthoniobacteraceae],B,1.0157607374546584,-0.039999999999999945,-0.015795755503525966
1176,[Chthoniobacteraceae],HCHO,1.0157946126805117,-0.039999999999999945,-0.015795755503525966
1174,[Chthoniobacteraceae],TOC,1.0152679338947141,-0.039999999999999945,-0.015795755503525966
1173,[Chthoniobacteraceae],pH,1.3401782754871774,-0.039999999999999945,-0.015795755503525966
1172,[Chthoniobacteraceae],"['Fluoranten', 'Fluoren']",1.0157931530529547,-0.039999999999999945,-0.015795755503525966
1171,[Chthoniobacteraceae],"['Cd', 'Cu', 'Pb']",1.578973676187132,-0.039999999999999945,-0.015795755503525966
1170,[Chthoniobacteraceae],"['Se', 'Mo']",1.1706685285460248,-0.039999999999999945,-0.015795755503525966
1195,{Unknown Family} LD1-PB3,"['Cu', 'Cr', 'Cd', 'Pb']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1197,{Unknown Family} LD1-PB3,"['Rb', 'Piren']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1168,[Chthoniobacteraceae],"['Zn', 'U']",1.1819169036316874,-0.039999999999999945,-0.015795755503525966
1198,{Unknown Family} LD1-PB3,"['Se', 'Mo']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1246,,"['Co', 'Mn']",1.1910078325004314,-0.039999999999999945,0.10703178280889525
1245,,"['Mn', 'Fe', 'Co']",1.19109226517469,-0.039999999999999945,0.10703178280889525
1244,,"['V', 'As']",1.2824193429996649,-0.039999999999999945,0.10703178280889525
1243,,"['Al', 'Fe']",1.053424589619181,-0.039999999999999945,0.10703178280889525
1242,,"['Li', 'Antracen']",1.282316302926916,-0.039999999999999945,0.10703178280889525
1241,,"['EC', 'Fluoren']",1.053531870879909,-0.039999999999999945,0.10703178280889525
1215,{Unknown Family} LD1-PB3,Fenantren,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1214,{Unknown Family} LD1-PB3,Acenaften,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1213,{Unknown Family} LD1-PB3,Acenaftylen,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1212,{Unknown Family} LD1-PB3,Naftalen,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1211,{Unknown Family} LD1-PB3,Ba,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1210,{Unknown Family} LD1-PB3,Sb,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1209,{Unknown Family} LD1-PB3,Sr,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1208,{Unknown Family} LD1-PB3,Ga,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1207,{Unknown Family} LD1-PB3,Ni,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1206,{Unknown Family} LD1-PB3,B,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1205,{Unknown Family} LD1-PB3,HCHO,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1204,{Unknown Family} LD1-PB3,ΣPh,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1203,{Unknown Family} LD1-PB3,TOC,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1202,{Unknown Family} LD1-PB3,pH,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1201,{Unknown Family} LD1-PB3,"['Fluoranten', 'Fluoren']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1200,{Unknown Family} LD1-PB3,"['Fluoren', 'EC', 'Fluoranten']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1199,{Unknown Family} LD1-PB3,"['Cd', 'Cu', 'Pb']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1169,[Chthoniobacteraceae],"['Rb', 'Piren']",1.335425188654534,-0.039999999999999945,-0.015795755503525966
1175,[Chthoniobacteraceae],ΣPh,1.0154193772045752,-0.039999999999999945,-0.015795755503525966
1167,[Chthoniobacteraceae],"['Cu', 'Cr', 'Cd', 'Pb']",1.6059704929277414,-0.039999999999999945,-0.015795755503525966
1137,{Unknown Order} TM7-1,B,2.063068687622886,-0.039999999999999945,0.9999995084525745
1135,{Unknown Class} TM7,Acenaften,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1134,{Unknown Class} TM7,Acenaftylen,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1133,{Unknown Class} TM7,Naftalen,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1166,[Chthoniobacteraceae],"['Fe', 'Al', 'Cr', 'Mn']",1.4548054943314925,-0.039999999999999945,-0.015795755503525966
1131,{Unknown Class} TM7,Sb,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1130,{Unknown Class} TM7,Sr,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1129,{Unknown Class} TM7,Ga,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1128,{Unknown Class} TM7,Ni,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1127,{Unknown Class} TM7,B,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1126,{Unknown Class} TM7,HCHO,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1125,{Unknown Class} TM7,ΣPh,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1124,{Unknown Class} TM7,TOC,2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1123,{Unknown Class} TM7,pH,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1122,{Unknown Class} TM7,"['Fluoranten', 'Fluoren']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1121,{Unknown Class} TM7,"['Fluoren', 'EC', 'Fluoranten']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1120,{Unknown Class} TM7,"['Cd', 'Cu', 'Pb']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1119,{Unknown Class} TM7,"['Se', 'Mo']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1118,{Unknown Class} TM7,"['Rb', 'Piren']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1117,{Unknown Class} TM7,"['Zn', 'U']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1116,{Unknown Class} TM7,"['Cu', 'Cr', 'Cd', 'Pb']",2.063068687622886,-0.039999999999999945,-1.0630691791703115
1115,{Unknown Class} TM7,"['Co', 'Mn']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1114,{Unknown Class} TM7,"['Fe', 'Al', 'Cr', 'Mn']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1113,{Unknown Class} TM7,"['Mn', 'Fe', 'Co']",2.0630686876228865,-0.039999999999999945,-1.0630691791703115
1136,{Unknown Class} TM7,Fenantren,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1132,{Unknown Class} TM7,Ba,2.063068687622886,-0.039999999999999945,-1.0630691791703115
1138,{Unknown Family} EW055,"['EC', 'Fluoren']",1.2718194388950517,-0.039999999999999945,0.43884207699952116
1151,{Unknown Family} S-BQ2-57,Ni,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1165,[Chthoniobacteraceae],"['Cr', 'Fe', 'Cu']",1.1570905189821241,-0.039999999999999945,-0.015795755503525966
1164,[Chthoniobacteraceae],"['Al', 'Fe']",1.1189406301060103,-0.039999999999999945,-0.015795755503525966
1163,[Chthoniobacteraceae],"['Li', 'Antracen']",1.386895629475902,-0.039999999999999945,-0.015795755503525966
1159,{Unknown Family} S-BQ2-57,Fenantren,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1158,{Unknown Family} S-BQ2-57,Acenaften,1.37269112800064,-0.039999999999999945,-0.3726137328887953
1139,{Unknown Family} EW055,"['Zn', 'U']",1.0831257330575057,-0.039999999999999945,0.43884207699952116
1156,{Unknown Family} S-BQ2-57,Naftalen,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1155,{Unknown Family} S-BQ2-57,Ba,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1154,{Unknown Family} S-BQ2-57,Sb,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1153,{Unknown Family} S-BQ2-57,Sr,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1152,{Unknown Family} S-BQ2-57,Ga,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1157,{Unknown Family} S-BQ2-57,Acenaftylen,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1150,{Unknown Family} S-BQ2-57,B,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1144,{Unknown Family} S-BQ2-57,"['Rb', 'Piren']",1.0745400204394262,-0.039999999999999945,-0.3726137328887953
1149,{Unknown Family} S-BQ2-57,HCHO,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1140,{Unknown Family} EW055,"['Rb', 'Piren']",1.3576473405850682,-0.039999999999999945,0.43884207699952116
1141,{Unknown Family} EW055,Sb,1.4203864754842987,-0.039999999999999945,0.43884207699952116
1143,{Unknown Family} S-BQ2-57,"['Zn', 'U']",1.0745400204394262,-0.039999999999999945,-0.3726137328887953
1145,{Unknown Family} S-BQ2-57,"['Se', 'Mo']",1.0745400204394262,-0.039999999999999945,-0.3726137328887953
1146,{Unknown Family} S-BQ2-57,"['Fluoranten', 'Fluoren']",1.3726121814934646,-0.039999999999999945,-0.3726137328887953
1147,{Unknown Family} S-BQ2-57,pH,1.0745400204394262,-0.039999999999999945,-0.3726137328887953
1148,{Unknown Family} S-BQ2-57,ΣPh,1.3726121814934646,-0.039999999999999945,-0.3726137328887953
921,Helicobacteraceae,"['Fluoranten', 'Fluoren']",2.0638106363081947,-0.039999999999999994,-1.0638107530828296
927,Helicobacteraceae,Ni,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
922,Helicobacteraceae,pH,2.0638106363081943,-0.039999999999999994,-1.0638107530828296
923,Helicobacteraceae,TOC,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
924,Helicobacteraceae,ΣPh,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
925,Helicobacteraceae,HCHO,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
926,Helicobacteraceae,B,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
933,Helicobacteraceae,Acenaftylen,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
928,Helicobacteraceae,Ga,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
929,Helicobacteraceae,Sr,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
930,Helicobacteraceae,Sb,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
931,Helicobacteraceae,Ba,2.0638106363081947,-0.039999999999999994,-1.0638107530828296
